Species,Owner,Country.of.Origin,Company,Altitude,Region,Producer,Number.of.Bags,Bag.Weight,In.Country.Partner,Harvest.Year,Grading.Month,Grading.Year,Variety,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Moisture,Category.One.Defects,Quakers,Color,Category.Two.Defects,Expiration.Month,Expiration.Year,Certification.Body
Arabica,Compañia Colombiana Agroindustrial S.A,Colombia,ecom cca sa,1550,santander,,250,70,Almacafé,2014,April,2014,Caturra,Natural / Dry,7.67,7.5,7.42,7.67,7.5,7.75,10,10,6.67,8.5,80.67,0,0,0,,1,April,2015,Almacafé
Arabica,Juan Luis Alvarado Romero,Guatemala,"finca santo tomas pachuj, guatemala",1550,"san lucas toliman, solola","PACHUJ, S.A",250,69,Asociacion Nacional Del Café,2013,June,2013,Bourbon,Washed / Wet,7.67,7.17,7,7.5,7,7,10,10,10,7.33,80.67,0.12,0,0,Green,5,June,2014,Asociacion Nacional Del Café
Arabica,Juan Luis Alvarado Romero,Guatemala,"unex guatemala, s.a.",,oriente,CHIQUIMULJA / ALPHA CAFE / SENFRO,250,1,Asociacion Nacional Del Café,2012,January,2012,Bourbon,Washed / Wet,7,7.33,7.5,7.33,7,7.33,10,10,10,7.17,80.67,0.11,0,0,Green,2,January,2013,Asociacion Nacional Del Café
Arabica,Juan Luis Alvarado Romero,Guatemala,"unex guatemala, s.a.",,oriente,CHIQUIMULJA / ALPHA CAFE / SENFRO,250,1,Asociacion Nacional Del Café,2012,January,2012,Bourbon,Washed / Wet,7,7.5,7.33,7.17,7.17,7.17,10,10,10,7.33,80.67,0.11,0,0,Green,3,January,2013,Asociacion Nacional Del Café
Arabica,Racafe & Cia S.C.A,Colombia,,,,,149,70,Almacafé,,March,2011,,,7.17,7.25,7.08,7.42,7.08,7.42,10,10,10,7.25,80.67,0.18,0,0,,2,March,2012,Almacafé
Arabica,BOURBON SPECIALTY COFFEES,Brazil,bourbon specialty coffees,,monte carmelo,MAX KEND TAKIUTI E OUTROS,94,60,Brazil Specialty Coffee Association,2016,March,2016,,,7.33,7.25,7.33,7.08,7.58,7.25,9.33,10,10,7.42,80.58,0.11,0,0,Green,7,March,2017,Brazil Specialty Coffee Association
Arabica,"Exportadora Atlantic, S.A.",Nicaragua,exportadora atlantic s.a,,nueva segovia,ADONIS JOSE ORTEZ BELTRAN,275,69,Instituto Hondureño del Café,2016,February,2016,,,7.08,7.5,7,7.25,7.42,7,10,10,10,7.33,80.58,0.11,0,1,Green,0,February,2017,Instituto Hondureño del Café
Arabica,Burka Coffee Estate,"Tanzania, United Republic Of",burka coffee estate,1400,arusha,Burka Coffee Estates,10,60,Africa Fine Coffee Association,2014,January,2015,Other,Washed / Wet,7.25,7.08,7.08,7.33,7.33,7.25,10,10,10,7.25,80.58,0.12,0,0,Bluish-Green,1,January,2016,Africa Fine Coffee Association
Arabica,Ipanema Coffees,Brazil,ipanema coffees,1200,south of minas,Ipanema Agrícola SA,300,2,Specialty Coffee Association,2014,October,2014,Bourbon,Semi-washed / Semi-pulped,7.42,7.25,7.33,7,7.08,7.25,10,10,10,7.25,80.58,0,0,0,Green,3,October,2015,Specialty Coffee Association
Arabica,Beneficio Santa Rosa,Honduras,beneficio santa rosa s.a.,1400,occidental,BSR,275,69,Instituto Hondureño del Café,2014,April,2014,Caturra,Washed / Wet,7.5,7.17,7,7.42,7.33,7,10,10,10,7.17,80.58,0.11,0,0,Green,5,April,2015,Instituto Hondureño del Café
Arabica,Juan Luis Alvarado Romero,Guatemala,exportcafe,1384,huehuetenango,BYRON ALONZO SOLIS,275,69,Asociacion Nacional Del Café,2014,January,2014,Bourbon,Natural / Dry,7.17,7.42,6.83,7.5,7.17,7.25,10,10,10,7.25,80.58,0.11,0,0,Green,5,January,2015,Asociacion Nacional Del Café
Arabica,Kona Pacific Farmers Cooperative,United States (Hawaii),,,,,10,100,Specialty Coffee Association,,May,2011,,,7.42,7.58,7.5,7.92,7.83,7.83,8.67,8.67,9.33,7.83,80.58,0,0,0,,0,May,2012,Specialty Coffee Association
Arabica,Racafe & Cia S.C.A,Colombia,,,,,149,70,Almacafé,,March,2011,,,7.08,7.25,7,7.5,7.08,7.33,10,10,10,7.33,80.58,0,0,0,,2,March,2012,Almacafé
Arabica,CQI Taiwan ICP CQI台灣合作夥伴,Taiwan,王秋金,50,taiwan,王秋金,20,5,Blossom Valley International,2017,December,2017,Other,Natural / Dry,7.17,7.17,7.17,7.42,7.17,7.25,10,10,10,7.17,80.5,0,0,0,Blue-Green,0,December,2018,Blossom Valley International
Arabica,Juan Luis Alvarado Romero,Guatemala,"peter schoelfeld, s.a",1500,santa rosa,EDWIN MUÑOZ,275,69,Asociacion Nacional Del Café,2017,September,2017,Caturra,Washed / Wet,7.33,7.25,7.08,7.17,7.25,7.17,10,10,10,7.25,80.5,0.1,0,0,Green,4,September,2018,Asociacion Nacional Del Café
Arabica,Janny Marlith Torres,Honduras,coffee planet corporation s.a,1650,ocotepeque,Jorge Alfredo Pinto,15,69,Instituto Hondureño del Café,2017,August,2017,Catuai,Washed / Wet,7.58,7.33,7,7.17,7.33,7.08,10,10,10,7,80.5,0.11,0,0,Green,5,August,2018,Instituto Hondureño del Café
Arabica,Case Noyale Ltd,Mauritius,compagnie sucrière de bel ombre ltd,280,chamarel (south west),Case Noyale Ltd,1,2,Kenya Coffee Traders Association,2016,February,2016,,,7.25,7.25,7.17,7.17,7.25,7.17,10,10,10,7.25,80.5,0.12,0,0,Green,0,February,2017,Kenya Coffee Traders Association
Arabica,BOURBON SPECIALTY COFFEES,Brazil,bourbon specialty coffees,1250,vale da grama,Lindolpho de Carvalho Dias,300,60,Brazil Specialty Coffee Association,2015,November,2015,Yellow Bourbon,Semi-washed / Semi-pulped,7.25,7.33,7.17,7.5,7.33,7.25,9.33,10,10,7.33,80.5,0.11,0,0,Green,3,November,2016,Brazil Specialty Coffee Association
Arabica,Shwe Yin Mar Coffee,Myanmar,shwe yin mar coffee,1158,pyin oo lwin,Shwe Yin Mar,1,2,Coffee Quality Institute,2015,July,2015,Other,Washed / Wet,7.17,7.33,7.17,7.42,7.25,7.08,10,10,10,7.08,80.5,0,0,0,Green,2,July,2016,Coffee Quality Institute
Arabica,Juan Luis Alvarado Romero,Guatemala,outspan guatemala s.a.,1219,oriente,VARIOS,275,69,Asociacion Nacional Del Café,2014,April,2014,Other,Washed / Wet,7.5,7.17,6.83,7.5,7.17,7.17,10,10,10,7.17,80.5,0.11,0,0,Green,3,April,2015,Asociacion Nacional Del Café
Arabica,Jacques Pereira Carneiro,Brazil,exportadora de cafés carmo de minas ltda,1250,mantiqueira de minas,MARIA ROGERIA COSTA PEREIRA,300,60,Specialty Coffee Association,2013,April,2014,Yellow Bourbon,Semi-washed / Semi-pulped,7.42,7.42,7.08,7.33,7.67,7.5,9.33,9.33,10,7.42,80.5,0.1,0,0,None,10,April,2015,Specialty Coffee Association
Arabica,Eileen Koyanagi,United States (Hawaii),kona pacific farmers cooperative,,kona,,10,100,Specialty Coffee Association,2013,February,2014,Hawaiian Kona,Natural / Dry,7.42,7.33,7.33,7.58,7.58,7.42,8.67,10,10,7.17,80.5,0.11,1,0,Green,0,February,2015,Specialty Coffee Association
Arabica,Juan Luis Alvarado Romero,Guatemala,exportcafe,1859,huehuetenango,IDMAR DE JESUS VELASQUEZ CALDERON,250,1,Asociacion Nacional Del Café,2013,February,2013,Bourbon,Washed / Wet,7.5,7.5,7,7.67,7.17,7,10,10,10,6.67,80.5,0.12,1,0,Green,1,February,2014,Asociacion Nacional Del Café
Arabica,ISRAEL EDUARDO PAZ GARCIA,Mexico,cafeorganico.mx,1450,zaragoza itundujia,HERAS HERNANDEZ GAUDENCIO,18,1,AMECAFE,2012,September,2012,Typica,Washed / Wet,7.25,7.25,7.08,7.33,7.25,7.17,10,10,10,7.17,80.5,0.15,0,0,None,1,September,2013,AMECAFE
Arabica,CADEXSA,Honduras,cadexsa,1450,marcala,Jose Omar Acosta,275,69,Instituto Hondureño del Café,2016,February,2016,,,7.25,7.42,7,7.42,7.33,7,10,10,10,7,80.42,0.1,0,0,Green,0,February,2017,Instituto Hondureño del Café
Arabica,CQI Taiwan ICP CQI台灣合作夥伴,Taiwan,宸嶧國際,600,南投國姓,曾林春英,10,60,Blossom Valley International,2014,November,2014,Typica,Washed / Wet,7.58,7.17,7.17,7.17,7.17,7.17,10,10,10,7,80.42,0.14,0,0,Green,0,November,2015,Blossom Valley International
Arabica,LUSSO LAB,El Salvador,lusso coffee lab,1450,"department of ahuachapan, municipality of apanecallamatepec mountain","Luis, Rafael and Carmen Silva Hoff",2,2,Specialty Coffee Association,2013,April,2014,Bourbon,Washed / Wet,7.33,7.17,7.08,7.08,7.33,7.17,10,10,10,7.25,80.42,0,0,0,Green,1,April,2015,Specialty Coffee Association
Arabica,Adam Ciruli Ye,China,yunnan new century tech inc.,1700,yunnan,Alicia's Farm,1,2,Specialty Coffee Association,2013,January,2014,Other,Washed / Wet,7.25,7.08,7.25,7.17,7.33,7.17,10,10,10,7.17,80.42,0.17,0,0,Green,14,January,2015,Specialty Coffee Association
Arabica,"CQI Taiwan ICP CQI台灣合作夥伴
",Taiwan,blossom valley宸嶧國際,600,nantou,Huang san lang 黃三郎,10,30,"Blossom Valley International
",2013,December,2013,Typica,Washed / Wet,7.25,7.25,7.17,7.25,7.25,7.25,10,10,10,7,80.42,0.11,0,0,Green,0,December,2014,"Blossom Valley International
"
Arabica,ALFREDO BOJALIL,Mexico,ecomtrading,1050,pochutla,CARLOS ALBERTO GOMEZ,250,1,AMECAFE,2012,September,2012,Typica,Washed / Wet,6.92,7.17,7.08,7.5,7.33,7.17,10,10,10,7.25,80.42,0.1,2,0,Green,4,September,2013,AMECAFE
Arabica,ARMANDO LUIS POHLENZ MARTINEZ,Mexico,beneficio custepec s.a. de c.v.,1550,la concordia,ARMANDO LUIS POHLENZ MARTINEZ,250,1,AMECAFE,2012,August,2012,Caturra,Washed / Wet,7.42,7.08,7.08,7.33,7.25,7.17,10,10,10,7.08,80.42,0.12,4,0,Green,16,August,2013,AMECAFE
Arabica,SIMON MAHINDA,Burundi,sangana commodities k limited,1700,mumirwa,SOGESTAL MUMIRWA,300,60,Kenya Coffee Traders Association,2016,January,2016,,,7.08,7.25,7.17,7.33,7.08,7.08,10,10,10,7.33,80.33,0.12,0,0,Green,0,January,2017,Kenya Coffee Traders Association
Arabica,Delfina Leon Shine,"Tanzania, United Republic Of",delfina farm,1700,mkuu rombo,Delfina Leon Shine,10,60,Africa Fine Coffee Association,2015,November,2015,Bourbon,Washed / Wet,7.25,7.17,7,7.25,7.42,7.08,10,10,10,7.17,80.33,0.13,0,0,Green,5,November,2016,Africa Fine Coffee Association
Arabica,Kongoni Estate,"Tanzania, United Republic Of",kongoni estate,,arusha,Kongoni Estate,1,60,Africa Fine Coffee Association,2014,December,2014,Other,Washed / Wet,7.25,7.17,7.25,7.25,7.25,7.08,10,10,10,7.08,80.33,0.12,0,0,Bluish-Green,5,December,2015,Africa Fine Coffee Association
Arabica,CQI Taiwan ICP CQI台灣合作夥伴,Taiwan,blossom valley宸嶧國際,600,taichung xinshe 台中市新社區,Wu yi ting 吳伊婷,10,30,Blossom Valley International,2013,December,2013,Yellow Bourbon,Other,7.25,7.25,7.08,7.25,7.25,7.25,10,10,10,7,80.33,0.11,0,0,Green,0,December,2014,Blossom Valley International
Arabica,Juan Luis Alvarado Romero,Guatemala,"unex guatemala, s.a.",1311,oriente,AGRIPEC DE LA VEGA Y CIA.,250,69,Asociacion Nacional Del Café,2013,June,2013,Bourbon,Washed / Wet,7.33,7.33,6.83,7.5,7,7.17,10,10,10,7.17,80.33,0.11,1,0,Green,4,June,2014,Asociacion Nacional Del Café
Arabica,MIGUEL CORTES MORENO,Mexico,estrategias constructivas corzu s.a. de c.v.,940,chilón,ARMANDO GUTIERREZ GUZMAN,10,1,AMECAFE,2012,August,2012,Typica,Semi-washed / Semi-pulped,7.25,7.08,7.08,7.33,7.33,7.17,10,10,10,7.08,80.33,0.11,0,0,Green,21,August,2013,AMECAFE
Arabica,Kona Pacific Farmers Cooperative,United States (Hawaii),cqi,,kona,,10,100,Specialty Coffee Association,2012,February,2012,Hawaiian Kona,Washed / Wet,7.17,7.5,6.92,7.33,7.67,7.33,9.33,10,10,7.08,80.33,0.12,5,0,Green,7,February,2013,Specialty Coffee Association
Arabica,Ethiopia Commodity Exchange,Ethiopia,,,kelem welega,Exporter Name | Muluneh Kaka | Phone: 0114390290,360,6,Ethiopia Commodity Exchange,2010,June,2010,,,7.25,7.25,7.25,7.33,7.5,8,9.33,9.33,10,7.08,80.33,0.1,0,0,,1,June,2011,Ethiopia Commodity Exchange
Arabica,Volcafe Ltda. - Brasil,Brazil,volcafe ltda.,995,cerrado - monte carmelo - minas gerais,Luiz Augusto Pereira Moguilod,440,59,Brazil Specialty Coffee Association,2017,November,2017,Catuai,Natural / Dry,7.17,7.33,7.42,7.08,7,7,10,10,10,7.25,80.25,0.11,0,1,Green,1,November,2018,Brazil Specialty Coffee Association
Arabica,Bismarck Castro,Honduras,cigrah s.a de c.v,1400,comayagua,Yamilet Lope,275,69,Instituto Hondureño del Café,2016,April,2017,Caturra,Natural / Dry,7.25,7.25,7,7,7.42,7,10,10,10,7.33,80.25,0.1,0,0,Green,4,April,2018,Instituto Hondureño del Café
Arabica,CAFE DE DON BALBINO S.C. DE R.L. DE C.V.,Mexico,cafe don balbino s.c. de r.l. de c.v.,1600,sierra madre occidental,Balbino Ramirez Flores,60,69,Centro Agroecológico del Café A.C.,2016,April,2016,Caturra,Washed / Wet,7.25,7.17,7,7.33,7.33,7,10,10,10,7.17,80.25,0.1,0,0,Green,2,April,2017,Centro Agroecológico del Café A.C.
Arabica,Bob McCauley,Myanmar,"waylead industrial co, ltd.",914,"yauk sauk, shan state","Waylead Co, Ltd",2,2,Specialty Coffee Association,2015,August,2015,Other,Natural / Dry,8,7.08,7,7.33,7.08,6.92,10,10,10,6.83,80.25,0.11,1,0,Green,26,August,2016,Specialty Coffee Association
Arabica,U Htun Htun,Myanmar,,1307,ywar ngan,U Htun Htun,1,2,Coffee Quality Institute,2014,July,2015,Catuai,Natural / Dry,7.42,7,7.08,7,7.17,7.33,10,10,10,7.25,80.25,0,0,0,Green,1,July,2016,Coffee Quality Institute
Arabica,Gloria Antonieta Escobar Urrutia,Nicaragua,zeas escobar y compañía limitada,900,matagalpa,GLORIA ANTONIETA ESCOBAR URRUTIA,275,69,Asociación de Cafés Especiales de Nicaragua,2015,February,2015,Caturra,Washed / Wet,7.08,6.92,7,7.25,7.5,7.25,10,10,10,7.25,80.25,0.11,0,0,Green,2,February,2016,Asociación de Cafés Especiales de Nicaragua
Arabica,Eileen Koyanagi,United States (Hawaii),kona pacific farmers cooperative,,kona,,2,100,Specialty Coffee Association,2014,March,2014,Hawaiian Kona,Natural / Dry,7.5,7.08,7.67,7.67,7.42,7.58,9.33,9.33,9.33,7.33,80.25,0.12,4,0,Green,13,March,2015,Specialty Coffee Association
Arabica,Honor dela Fuente,Colombia,costco wholesale industries,,,,1,2,Specialty Coffee Association,2012,January,2014,Typica,Washed / Wet,7.42,8,7.83,7.75,8.08,7.58,8.67,8.67,8.67,7.58,80.25,0.1,0,0,Green,0,January,2015,Specialty Coffee Association
Arabica,CQI Taiwan ICP CQI台灣合作夥伴,Taiwan,blossom valley宸嶧國際,700,chiayi fanlu嘉義縣番路鄉,Weng hui ling 翁惠鈴,5,30,Blossom Valley International,2013,December,2013,Typica,Semi-washed / Semi-pulped,7.25,7.08,7.25,7.25,7.17,7.25,10,10,10,7,80.25,0.11,0,0,Green,0,December,2014,Blossom Valley International
Arabica,The Coffee Source Inc.,Guatemala,the coffee source inc.,1400,oriente,UNEX,250,1,Specialty Coffee Association,2012,January,2013,Caturra,Washed / Wet,7,7.17,7.33,7.33,7,7.17,10,10,10,7.25,80.25,0.11,1,0,Green,12,January,2014,Specialty Coffee Association
Arabica,SAUL M. HERNANDEZ RAMIREZ,Mexico,,808,"calnali, hidalgo","HERNANDEZ PACHECO, TIMOTEO",10,1,AMECAFE,2012,September,2012,Caturra,Washed / Wet,7.58,7.33,7.17,7.25,6.75,7,10,10,10,7.17,80.25,0.11,2,0,None,8,September,2013,AMECAFE
Arabica,"Sunvirtue Co., Ltd.",Vietnam,"sunvirtue co., ltd.",1550,dala,"Yeh, Li Chuan",1,2,Specialty Coffee Association,2017,May,2017,Catimor,Other,7.42,7.25,7.25,7.58,7.42,7.33,8.67,10,10,7.25,80.17,0,0,0,,2,May,2018,Specialty Coffee Association
Arabica,"Exportadora Atlantic, S.A.",Nicaragua,exportadora atlantic s.a,1188,jinotega,Sheldom La rue,275,2,Asociación de Cafés Especiales de Nicaragua,2015,April,2015,Caturra,Washed / Wet,7.17,7.08,7.08,7.33,7.25,7.08,10,10,10,7.17,80.17,0.11,0,0,,2,April,2016,Asociación de Cafés Especiales de Nicaragua
Arabica,CADEXSA,Honduras,cadexsa,1400,marcala,Jose Omar Acosta,275,1,Instituto Hondureño del Café,2015,January,2015,Catuai,Washed / Wet,7.25,7.25,7,7.17,7.08,7.08,10,10,10,7.33,80.17,0.11,0,0,Green,0,January,2016,Instituto Hondureño del Café
Arabica,Juan Luis Alvarado Romero,Guatemala,"unex guatemala, s.a.",1311,oriente,ROBERTO MONTERROSO,250,69,Asociacion Nacional Del Café,2013,August,2013,Bourbon,Washed / Wet,7.33,7.33,7,7.17,7.17,7.17,10,10,10,7,80.17,0.11,0,0,Green,2,August,2014,Asociacion Nacional Del Café
Arabica,PABLO ENRIQUE MARTINEZ GAMA,Mexico,café katsina,1250,coatepec,PABLO ENRIQUE MARTINEZ GAMA,20,1,AMECAFE,2012,October,2012,Typica,Washed / Wet,7.33,7.08,6.92,7.42,7.25,7.08,10,10,10,7.08,80.17,0.11,0,0,Green,2,October,2013,AMECAFE
Arabica,ISRAEL EDUARDO PAZ GARCIA,Mexico,cafeorganico.mx,1550,zaragoza itundujia,CIRILO JOSE JOSE,15,1,AMECAFE,2012,September,2012,Typica,Washed / Wet,7.58,7.42,7.33,7.5,7.08,7.17,8.67,10,10,7.42,80.17,0.14,1,0,Green,2,September,2013,AMECAFE
Arabica,MARCO VIRGILIO RAMIREZ TELIZ,Mexico,cafes de naranjal s.a. de c.v,1000,veracruz,MARCO VIRGILIO RAMIREZ TELIZ,15,1,AMECAFE,2012,September,2012,Bourbon,Washed / Wet,7.33,7.33,7.17,7.08,7.25,7,10,10,10,7,80.17,0.12,0,0,Green,12,September,2013,AMECAFE
Arabica,Juan Luis Alvarado Romero,Guatemala,"unex guatemala, s.a.",1311,oriente,AGROPECUARIA QUIAGRAL,250,1,Asociacion Nacional Del Café,2012,May,2012,Bourbon,Washed / Wet,7.33,7.33,7,7.33,7,7,10,10,10,7.17,80.17,0.11,0,0,Green,5,May,2013,Asociacion Nacional Del Café
Arabica,Kona Pacific Farmers Cooperative,United States (Hawaii),,,kona,,22,100,Specialty Coffee Association,,September,2011,,,7.58,7.5,7.33,7.33,7.67,7.33,9.33,9.33,9.33,7.42,80.17,0.05,12,0,,1,September,2012,Specialty Coffee Association
Arabica,Brayan Cunha Souza,Brazil,carmo coffees,1100,mantiqueira de minas,,440,60,Brazil Specialty Coffee Association,2017,November,2017,Bourbon,Pulped natural / honey,7.17,7.17,7,7.17,7.25,7.25,10,10,10,7.08,80.08,0.11,0,0,Green,5,November,2018,Brazil Specialty Coffee Association
Arabica,CQI Taiwan ICP CQI台灣合作夥伴,Taiwan,宸嶧國際,850,苗栗泰安,簡義榮,10,60,Blossom Valley International,2014,November,2014,Typica,Washed / Wet,7.42,7.25,7.25,7.17,7,7,10,10,10,7,80.08,0.07,0,0,Green,0,November,2015,Blossom Valley International
Arabica,Honor dela Fuente,Nicaragua,costco wholesale industries,,,,1,5,Specialty Coffee Association,2013,February,2014,,Natural / Dry,7.25,7.17,6.92,7.25,7.17,7.25,10,10,10,7.08,80.08,0.1,0,0,Green,4,February,2015,Specialty Coffee Association
Arabica,CQI Taiwan ICP CQI台灣合作夥伴,Taiwan,blossom valley宸嶧國際,200,yunlin gukeng he bao 雲林縣古坑鄉荷苞村,Du zheng ru 杜政儒,10,30,Blossom Valley International,2013,December,2013,Typica,Other,7.25,7.25,7.25,7.25,7.08,7,10,10,10,7,80.08,0.11,0,0,Green,0,December,2014,Blossom Valley International
Arabica,CQI Taiwan ICP CQI台灣合作夥伴,Taiwan,blossom valley宸嶧國際,150,changhua baguashan 彰化市八卦山,Zheng zhao ming 鄭昭明,10,30,Blossom Valley International,2013,December,2013,Typica,Washed / Wet,7.25,7.25,7.25,7,7.25,7.08,10,10,10,7,80.08,0.11,0,0,Green,0,December,2014,Blossom Valley International
Arabica,CQI Taiwan ICP CQI台灣合作夥伴,Taiwan,blossom valley宸嶧國際,250,changhua baguashan 彰化市八卦山,Wu kun shan 吳焜山,10,30,Blossom Valley International,2013,December,2013,Typica,Semi-washed / Semi-pulped,7.25,7.25,7.25,7.08,7.17,7.08,10,10,10,7,80.08,0.11,0,0,Green,0,December,2014,Blossom Valley International
Arabica,ISRAEL EDUARDO PAZ GARCIA,Mexico,cafeorganico.mx,1300,zaragoza itundujia,ALBERTA TEODORO ANALCO,13,1,AMECAFE,2012,September,2012,Typica,Washed / Wet,7.33,7.17,7.25,7.08,7.08,7.08,10,10,10,7.08,80.08,0.15,0,0,None,0,September,2013,AMECAFE
Arabica,FEDERICO PACHECO PEREZ,Mexico,,1300,escuitla,FEDERICO PACHECO PEREZ,10,1,AMECAFE,2012,August,2012,Typica,Washed / Wet,7.25,7.08,7,7.17,7.33,7.17,10,10,10,7.08,80.08,0.14,1,0,Green,17,August,2013,AMECAFE
Arabica,"COMERCIAL INTERNACIONAL EXPORTADORA, S.A.",Nicaragua,"comercial internacional exportadora, s.a.",1250,jinotega,RONALDO LACAYO CARDENAL,275,69,Instituto Hondureño del Café,2017,June,2017,Caturra,Washed / Wet,7.33,7.08,6.92,7.08,7.42,7.17,10,10,10,7,80,0.1,0,0,Green,5,June,2018,Instituto Hondureño del Café
Arabica,Ngu Shwe Li,Myanmar,ngu shwe li coffee estate,1172,"doe kwin, pyin oo lwin",Ngu Shwe Li Coffee Estate,1,2,Coffee Quality Institute,2015,July,2015,Other,Washed / Wet,7.17,7.33,7,7.42,7.17,7,10,10,10,6.92,80,0,0,0,Green,4,July,2016,Coffee Quality Institute
Arabica,Kurt Kappeli,Mexico,globus coffee,1400,"sierra fraylesca, chiapas",various small producers,280,2,Specialty Coffee Association,2014,May,2014,Typica,Washed / Wet,7.58,7.75,7.42,7.5,7.5,7.5,8.67,8.67,10,7.42,80,0,0,0,Green,2,May,2015,Specialty Coffee Association
Arabica,CQI Taiwan ICP CQI台灣合作夥伴,Taiwan,blossom valley宸嶧國際,250,changhua baguashan 彰化市八卦山,Zhang xian tong 張献銅,10,30,Blossom Valley International,2013,December,2013,Typica,Washed / Wet,7.25,7.25,7.25,7,7.25,7,10,10,10,7,80,0.11,0,0,Green,0,December,2014,Blossom Valley International
Arabica,Doi Tung Development Project,Thailand,doi tung development project,801,thailand,Doi Tung Development Project,2,1,Specialty Coffee Association,2012,May,2013,,Washed / Wet,7.33,6.67,7.08,7.42,7.42,7.08,10,10,10,7,80,0,0,0,Green,0,May,2014,Specialty Coffee Association
Arabica,PABLO ENRIQUE MARTINEZ GAMA,Mexico,,1250,coatepec,PABLO ENRIQUE MARTINEZ GAMA,20,1,AMECAFE,2012,September,2012,Typica,Washed / Wet,7.25,7.25,7.08,7.17,7.33,7.33,9.33,10,10,7.25,80,0.12,0,0,Green,9,September,2013,AMECAFE
Arabica,SEMIRAMIS CASAS VELAZQUEZ,Mexico,,1100,san miguel del puerto,SEMIRAMIS CASAS VELAZQUEZ,256,1,AMECAFE,2012,September,2012,Other,Washed / Wet,7.08,7.33,7,7.33,7.08,7,10,10,10,7.17,80,0.11,0,0,Green,12,September,2013,AMECAFE
Arabica,Ethiopia Commodity Exchange,Ethiopia,,,limu,Contact name | ATO Teshome Belamo,300,6,Ethiopia Commodity Exchange,2010,June,2010,,,7.42,7.42,7.5,7.92,7.75,7.58,8.67,9.33,8.67,7.75,80,0.05,0,0,,2,June,2011,Ethiopia Commodity Exchange
Arabica,Federacion Nacional de Cafeteros,Colombia,federacion nacional de cafeteros,,huila,,275,2,Almacafé,2015,April,2015,,Washed / Wet,7.83,7.67,7.58,7.75,7.83,7.17,6.67,10,10,7.42,79.92,0,0,0,Green,1,April,2016,Almacafé
Arabica,Eileen Koyanagi,United States (Hawaii),kona pacific farmers cooperative,,kona,,12,100,Specialty Coffee Association,2014,May,2014,Hawaiian Kona,Natural / Dry,7.5,7,7,6.92,7.33,7.17,10,10,10,7,79.92,0.11,1,0,Green,3,May,2015,Specialty Coffee Association
Arabica,CALIXTO GUILLEN VAZQUEZ,Mexico,"finca triunfo verde, s.c.",1300,chiapas,VARIOS PRODUCTORES,400,1,AMECAFE,2013,March,2013,Bourbon,Washed / Wet,7.33,7.08,7.08,7.33,7.42,7.17,9.33,10,10,7.17,79.92,0.12,0,0,Green,4,March,2014,AMECAFE
Arabica,ALEJANDRO GARCIA PALACIOS,Mexico,industrializadora de kaffee andes s.a. de c.v.,1100,"motozintla, chiapas",MARTHA PALACIOS,10,1,AMECAFE,2012,September,2012,Other,Washed / Wet,7.17,7.17,6.92,7.25,7.33,7.08,10,10,10,7,79.92,0.12,1,0,Green,7,September,2013,AMECAFE
Arabica,CHRISTINA DUSING,Mexico,,1100,veracruz,DELMAR MORENO GUILLEN,82,1,AMECAFE,2012,August,2012,Bourbon,Washed / Wet,7.5,7.17,7,7.17,7.25,7.08,10,10,10,6.75,79.92,0,0,0,,0,August,2013,AMECAFE
Arabica,MONTEGRANDE,Mexico,,1100,jaltenango,MARIA ELENA TERESA FERNANDEZ CEJA,250,1,AMECAFE,2012,July,2012,Catuai,Washed / Wet,7.17,7.08,7.08,7.08,7.5,7.33,9.33,10,10,7.33,79.92,0.11,0,0,Green,3,July,2013,AMECAFE
